from,to,weight
怒り,心配,2.2222222222222223
怒り,驚嘆,2.0
怒り,動揺,3.0
怒り,悲痛,3.25
怒り,憂い,2.4285714285714284
怒り,憎悪,5.1
怒り,退屈,1.0
怒り,激怒,6.75
怒り,苛立ち,5.909090909090909
怒り,警戒,1.9090909090909092
怒り,興味,1.875
怒り,楽観,0.5714285714285714
怒り,希望,0.3846153846153846
怒り,不安,3.25
怒り,愛,1.4285714285714286
怒り,罪悪感,2.363636363636364
怒り,歓喜,0.2307692307692307
怒り,服従,1.6923076923076923
怒り,好奇心,1.4285714285714286
怒り,感傷,1.6363636363636365
怒り,畏敬,1.1666666666666667
怒り,絶望,3.9166666666666665
怒り,恥,3.7142857142857144
怒り,失望,3.857142857142857
怒り,不審,3.3
怒り,憤慨,6.857142857142857
怒り,自責,3.4
怒り,嫉妬,3.3333333333333335
怒り,悲観,3.888888888888889
怒り,軽蔑,3.272727272727273
怒り,冷笑,2.4444444444444446
怒り,陰鬱,2.6666666666666665
怒り,積極性,1.6
怒り,誇り,1.1111111111111112
怒り,優位,1.6666666666666667
期待,喜び,5.375
期待,信頼,4.916666666666667
期待,恐れ,1.1111111111111112
期待,驚き,2.625
期待,悲しみ,0.3333333333333333
期待,嫌悪,0.3333333333333333
期待,怒り,1.1666666666666667
期待,恍惚,2.6
期待,平穏,2.3333333333333335
期待,感嘆,3.5
期待,容認,3.0
期待,恐怖,1.1666666666666667
期待,心配,2.7142857142857144
期待,驚嘆,2.4545454545454546
期待,動揺,1.3076923076923077
期待,悲痛,1.4
期待,憂い,0.9
期待,憎悪,0.6666666666666666
期待,退屈,1.3846153846153846
期待,激怒,0.8181818181818182
期待,苛立ち,0.5
期待,警戒,1.1111111111111112
期待,興味,5.142857142857143
期待,楽観,4.9
期待,希望,6.444444444444445
期待,不安,2.3333333333333335
期待,愛,3.0833333333333335
期待,罪悪感,0.4285714285714285
期待,歓喜,3.769230769230769
期待,服従,1.2222222222222223
期待,好奇心,4.666666666666667
期待,感傷,0.8333333333333334
期待,畏敬,2.1666666666666665
期待,絶望,0.25
期待,恥,0.5555555555555556
期待,失望,0.375
期待,不審,0.7142857142857143
期待,憤慨,0.3333333333333333
期待,自責,0.625
期待,嫉妬,1.0
期待,悲観,0.9230769230769232
期待,軽蔑,0.2666666666666666
期待,冷笑,1.3333333333333333
期待,陰鬱,0.125
期待,積極性,4.0
期待,誇り,4.636363636363637
期待,優位,2.6666666666666665
恍惚,喜び,5.090909090909091
恍惚,信頼,1.875
恍惚,恐れ,0.7777777777777778
恍惚,驚き,2.0
恍惚,悲しみ,0.9285714285714286
恍惚,嫌悪,1.1111111111111112
恍惚,怒り,0.375
恍惚,期待,3.4545454545454546
恍惚,平穏,0.8888888888888888
恍惚,感嘆,3.2
恍惚,容認,1.4
恍惚,恐怖,1.2222222222222223
恍惚,心配,0.6666666666666666
恍惚,驚嘆,3.9
恍惚,動揺,1.0
恍惚,悲痛,0.5
恍惚,憂い,1.4444444444444444
恍惚,憎悪,0.3571428571428571
恍惚,退屈,0.875
恍惚,激怒,0.1666666666666666
恍惚,苛立ち,0.7272727272727273
恍惚,警戒,0.4285714285714285
恍惚,興味,3.4166666666666665
恍惚,楽観,3.1666666666666665
恍惚,希望,3.3846153846153846
恍惚,不安,0.4545454545454545
恍惚,愛,4.636363636363637
恍惚,罪悪感,0.4444444444444444
恍惚,歓喜,4.125
恍惚,服従,3.4
恍惚,好奇心,3.363636363636364
恍惚,感傷,2.4444444444444446
恍惚,畏敬,3.4615384615384617
恍惚,絶望,0.4285714285714285
恍惚,恥,1.4285714285714286
恍惚,失望,0.8333333333333334
恍惚,不審,0.3
恍惚,憤慨,0.7142857142857143
恍惚,自責,1.0
恍惚,嫉妬,1.375
恍惚,悲観,0.3636363636363636
恍惚,軽蔑,1.0
恍惚,冷笑,0.6666666666666666
恍惚,陰鬱,1.5
恍惚,積極性,1.8571428571428572
恍惚,誇り,3.2222222222222223
恍惚,優位,2.0
平穏,喜び,3.125
平穏,信頼,4.6923076923076925
平穏,恐れ,0.4615384615384615
平穏,驚き,0.2727272727272727
平穏,悲しみ,0.5555555555555556
平穏,嫌悪,0.4615384615384615
平穏,怒り,0.1666666666666666
平穏,期待,2.857142857142857
平穏,恍惚,2.1666666666666665
平穏,感嘆,0.7857142857142857
平穏,容認,4.375
平穏,恐怖,0.0
平穏,心配,1.0769230769230769
平穏,驚嘆,0.6363636363636364
平穏,動揺,0.6363636363636364
平穏,悲痛,1.0
平穏,憂い,1.4545454545454546
平穏,憎悪,0.25
平穏,退屈,3.7777777777777777
平穏,激怒,0.0
平穏,苛立ち,0.25
平穏,警戒,1.0
平穏,興味,1.6923076923076923
平穏,楽観,4.125
平穏,希望,3.2142857142857144
平穏,不安,1.5714285714285714
平穏,愛,5.0
平穏,罪悪感,0.4285714285714285
平穏,歓喜,3.1
平穏,服従,1.0
平穏,好奇心,1.1
平穏,感傷,0.9333333333333332
平穏,畏敬,1.0833333333333333
平穏,絶望,0.4166666666666667
平穏,恥,0.6
平穏,失望,0.6363636363636364
平穏,不審,0.6153846153846154
平穏,憤慨,0.2727272727272727
平穏,自責,0.7
平穏,嫉妬,0.375
平穏,悲観,1.0
平穏,軽蔑,0.3
平穏,冷笑,1.2222222222222223
平穏,陰鬱,0.8
平穏,積極性,1.181818181818182
平穏,誇り,0.8333333333333334
平穏,優位,4.090909090909091
感嘆,喜び,4.7
感嘆,信頼,2.1666666666666665
感嘆,恐れ,1.7142857142857142
感嘆,驚き,5.166666666666667
感嘆,悲しみ,1.8235294117647056
感嘆,嫌悪,1.181818181818182
感嘆,怒り,1.5
感嘆,期待,3.6666666666666665
感嘆,恍惚,4.333333333333333
感嘆,平穏,0.7142857142857143
感嘆,容認,2.0
感嘆,恐怖,1.181818181818182
感嘆,心配,1.2307692307692308
感嘆,驚嘆,5.5
感嘆,動揺,3.5
感嘆,悲痛,1.9
感嘆,憂い,2.5555555555555554
感嘆,憎悪,1.5833333333333333
感嘆,退屈,0.1666666666666666
感嘆,激怒,0.25
感嘆,苛立ち,1.2222222222222223
感嘆,警戒,1.5
感嘆,興味,2.4
感嘆,楽観,1.0
感嘆,希望,3.0
感嘆,不安,1.5454545454545454
感嘆,愛,3.5714285714285716
感嘆,罪悪感,1.0
感嘆,歓喜,4.666666666666667
感嘆,服従,1.1333333333333333
感嘆,好奇心,4.166666666666667
感嘆,感傷,2.090909090909091
感嘆,畏敬,2.888888888888889
感嘆,絶望,1.2857142857142858
感嘆,恥,1.125
感嘆,失望,0.8571428571428571
感嘆,不審,0.5
感嘆,憤慨,0.8571428571428571
感嘆,自責,0.7
感嘆,嫉妬,0.5714285714285714
感嘆,悲観,1.4
感嘆,軽蔑,1.2
感嘆,冷笑,1.8888888888888888
感嘆,陰鬱,1.6666666666666667
感嘆,積極性,1.75
感嘆,誇り,3.0
感嘆,優位,2.1666666666666665
容認,喜び,2.769230769230769
容認,信頼,3.8461538461538463
容認,恐れ,1.0
容認,驚き,1.5714285714285714
容認,悲しみ,0.4285714285714285
容認,嫌悪,0.5555555555555556
容認,怒り,0.5384615384615384
容認,期待,4.0
容認,恍惚,3.0
容認,平穏,2.9
容認,感嘆,1.6666666666666667
容認,恐怖,0.7777777777777778
容認,心配,0.3333333333333333
容認,驚嘆,1.5
容認,動揺,0.8
容認,悲痛,1.0666666666666669
容認,憂い,0.5
容認,憎悪,0.5
容認,退屈,1.75
容認,激怒,0.7142857142857143
容認,苛立ち,0.5714285714285714
容認,警戒,0.8571428571428571
容認,興味,3.3076923076923075
容認,楽観,3.375
容認,希望,3.75
容認,不安,1.0
容認,愛,4.615384615384615
容認,罪悪感,1.4444444444444444
容認,歓喜,2.2666666666666666
容認,服従,2.8333333333333335
容認,好奇心,2.5
容認,感傷,0.8
容認,畏敬,1.6666666666666667
容認,絶望,1.1111111111111112
容認,恥,1.5714285714285714
容認,失望,1.0909090909090908
容認,不審,0.9090909090909092
容認,憤慨,0.8823529411764706
容認,自責,1.6666666666666667
容認,嫉妬,0.125
容認,悲観,0.5714285714285714
容認,軽蔑,0.8
容認,冷笑,1.2
容認,陰鬱,0.5555555555555556
容認,積極性,2.1666666666666665
容認,誇り,2.357142857142857
容認,優位,2.375
恐怖,喜び,0.6666666666666666
恐怖,信頼,0.3076923076923077
恐怖,恐れ,6.625
恐怖,驚き,4.5
恐怖,悲しみ,3.2857142857142856
恐怖,嫌悪,4.0
恐怖,怒り,3.5294117647058822
恐怖,期待,0.7
恐怖,恍惚,0.3333333333333333
恐怖,平穏,0.5384615384615384
恐怖,感嘆,1.818181818181818
恐怖,容認,1.2222222222222223
恐怖,心配,4.909090909090909
恐怖,驚嘆,4.0
恐怖,動揺,5.0
恐怖,悲痛,4.555555555555555
恐怖,憂い,2.0
恐怖,憎悪,2.75
恐怖,退屈,1.0833333333333333
恐怖,激怒,2.5
恐怖,苛立ち,3.888888888888889
恐怖,警戒,4.2727272727272725
恐怖,興味,1.3636363636363635
恐怖,楽観,0.2222222222222222
恐怖,希望,1.0
恐怖,不安,6.181818181818182
恐怖,愛,0.5454545454545454
恐怖,罪悪感,3.1
恐怖,歓喜,0.4545454545454545
恐怖,服従,3.4
恐怖,好奇心,1.818181818181818
恐怖,感傷,1.8333333333333333
恐怖,畏敬,3.5
恐怖,絶望,5.181818181818182
恐怖,恥,1.7272727272727273
恐怖,失望,4.5
恐怖,不審,4.25
恐怖,憤慨,2.2
恐怖,自責,3.0
恐怖,嫉妬,2.3333333333333335
恐怖,悲観,4.25
恐怖,軽蔑,3.2222222222222223
恐怖,冷笑,2.090909090909091
恐怖,陰鬱,4.75
恐怖,積極性,0.4285714285714285
恐怖,誇り,1.3636363636363635
恐怖,優位,1.625
心配,喜び,0.4615384615384615
心配,信頼,0.5454545454545454
心配,恐れ,5.0
心配,驚き,2.727272727272727
心配,悲しみ,5.0
心配,嫌悪,2.4285714285714284
心配,怒り,2.0
心配,期待,0.7272727272727273
心配,恍惚,0.5454545454545454
心配,平穏,1.5333333333333334
心配,感嘆,1.2727272727272727
心配,容認,2.0
心配,恐怖,4.625
心配,驚嘆,2.5555555555555554
心配,動揺,5.7
心配,悲痛,4.5625
心配,憂い,4.076923076923077
心配,憎悪,1.8333333333333333
心配,退屈,0.5833333333333334
心配,激怒,2.090909090909091
心配,苛立ち,3.4166666666666665
心配,警戒,5.785714285714286
心配,興味,3.0
心配,楽観,0.1
心配,希望,1.0909090909090908
心配,不安,7.0
心配,愛,2.75
心配,罪悪感,2.75
心配,歓喜,0.875
心配,服従,2.142857142857143
心配,好奇心,1.6666666666666667
心配,感傷,4.333333333333333
心配,畏敬,1.875
心配,絶望,3.3333333333333335
心配,恥,2.6
心配,失望,3.75
心配,不審,5.2
心配,憤慨,1.2
心配,自責,3.6666666666666665
心配,嫉妬,2.8
心配,悲観,5.333333333333333
心配,軽蔑,1.5
心配,冷笑,1.5833333333333333
心配,陰鬱,4.833333333333333
心配,積極性,1.5
心配,誇り,1.4
心配,優位,1.3636363636363635
驚嘆,喜び,2.625
驚嘆,信頼,0.8181818181818182
驚嘆,恐れ,3.0
驚嘆,驚き,6.666666666666667
驚嘆,悲しみ,1.7
驚嘆,嫌悪,2.6923076923076925
驚嘆,怒り,2.2222222222222223
驚嘆,期待,2.0
驚嘆,恍惚,2.7777777777777777
驚嘆,平穏,0.3333333333333333
驚嘆,感嘆,4.461538461538462
驚嘆,容認,1.875
驚嘆,恐怖,2.7
驚嘆,心配,1.875
驚嘆,動揺,3.7
驚嘆,悲痛,2.4444444444444446
驚嘆,憂い,1.0
驚嘆,憎悪,1.818181818181818
驚嘆,退屈,0.3636363636363636
驚嘆,激怒,1.818181818181818
驚嘆,苛立ち,1.6666666666666667
驚嘆,警戒,2.4166666666666665
驚嘆,興味,3.0
驚嘆,楽観,1.1428571428571428
驚嘆,希望,2.636363636363636
驚嘆,不安,2.363636363636364
驚嘆,愛,2.5
驚嘆,罪悪感,1.7272727272727273
驚嘆,歓喜,3.272727272727273
驚嘆,服従,1.4375
驚嘆,好奇心,3.5
驚嘆,感傷,1.0
驚嘆,畏敬,3.4166666666666665
驚嘆,絶望,1.6666666666666667
驚嘆,恥,2.142857142857143
驚嘆,失望,1.7777777777777777
驚嘆,不審,1.6666666666666667
驚嘆,憤慨,1.7272727272727273
驚嘆,自責,0.375
驚嘆,嫉妬,2.25
驚嘆,悲観,1.0
驚嘆,軽蔑,1.125
驚嘆,冷笑,1.4
驚嘆,陰鬱,2.142857142857143
驚嘆,積極性,1.7777777777777777
驚嘆,誇り,2.7777777777777777
驚嘆,優位,1.5714285714285714
動揺,喜び,2.0
動揺,信頼,0.7272727272727273
動揺,恐れ,4.909090909090909
動揺,驚き,4.4
動揺,悲しみ,3.1818181818181817
動揺,嫌悪,3.5454545454545454
動揺,怒り,3.375
動揺,期待,1.2857142857142858
動揺,恍惚,2.111111111111111
動揺,平穏,0.4444444444444444
動揺,感嘆,2.0
動揺,容認,0.5
動揺,恐怖,4.454545454545454
動揺,心配,4.625
動揺,驚嘆,4.222222222222222
動揺,悲痛,3.636363636363636
動揺,憂い,3.909090909090909
動揺,憎悪,2.7777777777777777
動揺,退屈,0.25
動揺,激怒,2.466666666666667
動揺,苛立ち,3.466666666666667
動揺,警戒,3.3076923076923075
動揺,興味,2.5555555555555554
動揺,楽観,0.375
動揺,希望,0.4
動揺,不安,6.142857142857143
動揺,愛,1.4666666666666666
動揺,罪悪感,3.4444444444444446
動揺,歓喜,1.9090909090909092
動揺,服従,2.5
動揺,好奇心,1.2142857142857142
動揺,感傷,3.125
動揺,畏敬,3.111111111111111
動揺,絶望,4.0
動揺,恥,3.3846153846153846
動揺,失望,3.5555555555555554
動揺,不審,3.5
動揺,憤慨,3.111111111111111
動揺,自責,2.769230769230769
動揺,嫉妬,3.272727272727273
動揺,悲観,3.1666666666666665
動揺,軽蔑,2.111111111111111
動揺,冷笑,0.7777777777777778
動揺,陰鬱,3.0
動揺,積極性,1.25
動揺,誇り,0.5714285714285714
動揺,優位,1.25
悲痛,喜び,0.1111111111111111
悲痛,信頼,0.6666666666666666
悲痛,恐れ,4.222222222222222
悲痛,驚き,1.7692307692307692
悲痛,悲しみ,6.75
悲痛,嫌悪,3.7777777777777777
悲痛,怒り,4.571428571428571
悲痛,期待,0.25
悲痛,恍惚,0.7142857142857143
悲痛,平穏,0.4
悲痛,感嘆,2.6666666666666665
悲痛,容認,1.7272727272727273
悲痛,恐怖,3.727272727272727
悲痛,心配,3.3333333333333335
悲痛,驚嘆,2.1
悲痛,動揺,3.4
悲痛,憂い,3.6
悲痛,憎悪,3.3
悲痛,退屈,1.3076923076923077
悲痛,激怒,1.9166666666666667
悲痛,苛立ち,3.0
悲痛,警戒,2.769230769230769
悲痛,興味,0.7777777777777778
悲痛,楽観,0.3
悲痛,希望,0.1666666666666666
悲痛,不安,4.2
悲痛,愛,2.5384615384615383
悲痛,罪悪感,2.4444444444444446
悲痛,歓喜,0.4
悲痛,服従,3.0
悲痛,好奇心,0.8461538461538461
悲痛,感傷,4.25
悲痛,畏敬,0.8888888888888888
悲痛,絶望,5.923076923076923
悲痛,恥,3.0
悲痛,失望,4.777777777777778
悲痛,不審,2.4615384615384617
悲痛,憤慨,2.3333333333333335
悲痛,自責,4.875
悲痛,嫉妬,2.2857142857142856
悲痛,悲観,5.8
悲痛,軽蔑,3.4
悲痛,冷笑,2.5
悲痛,陰鬱,4.285714285714286
悲痛,積極性,0.2
悲痛,誇り,0.3333333333333333
悲痛,優位,0.5
憂い,喜び,2.0
憂い,信頼,1.5555555555555556
憂い,恐れ,3.8
憂い,驚き,1.0833333333333333
憂い,悲しみ,4.375
憂い,嫌悪,3.1
憂い,怒り,2.625
憂い,期待,0.9090909090909092
憂い,恍惚,1.9
憂い,平穏,0.5
憂い,感嘆,1.4444444444444444
憂い,容認,1.25
憂い,恐怖,2.875
憂い,心配,5.111111111111111
憂い,驚嘆,2.0
憂い,動揺,2.909090909090909
憂い,悲痛,4.454545454545454
憂い,憎悪,1.8333333333333333
憂い,退屈,2.142857142857143
憂い,激怒,1.1666666666666667
憂い,苛立ち,2.3
憂い,警戒,2.2142857142857144
憂い,興味,0.875
憂い,楽観,2.0
憂い,希望,0.8125
憂い,不安,4.8
憂い,愛,1.375
憂い,罪悪感,3.4615384615384617
憂い,歓喜,2.0
憂い,服従,1.9090909090909092
憂い,好奇心,1.8888888888888888
憂い,感傷,4.181818181818182
憂い,畏敬,1.5555555555555556
憂い,絶望,3.4615384615384617
憂い,恥,2.857142857142857
憂い,失望,4.538461538461538
憂い,不審,2.5384615384615383
憂い,憤慨,2.75
憂い,自責,2.5
憂い,嫉妬,2.5833333333333335
憂い,悲観,5.6
憂い,軽蔑,3.2222222222222223
憂い,冷笑,1.875
憂い,陰鬱,5.5
憂い,積極性,0.6923076923076923
憂い,誇り,0.9285714285714286
憂い,優位,1.6666666666666667
憎悪,喜び,0.2857142857142857
憎悪,信頼,0.625
憎悪,恐れ,3.5
憎悪,驚き,1.4166666666666667
憎悪,悲しみ,3.8666666666666663
憎悪,嫌悪,6.454545454545454
憎悪,怒り,6.384615384615385
憎悪,期待,0.75
憎悪,恍惚,1.0909090909090908
憎悪,平穏,0.8571428571428571
憎悪,感嘆,1.0
憎悪,容認,1.2
憎悪,恐怖,4.571428571428571
憎悪,心配,1.2857142857142858
憎悪,驚嘆,1.5
憎悪,動揺,2.1538461538461537
憎悪,悲痛,3.0555555555555554
憎悪,憂い,1.2
憎悪,退屈,1.5714285714285714
憎悪,激怒,5.083333333333333
憎悪,苛立ち,5.2727272727272725
憎悪,警戒,2.8
憎悪,興味,0.7142857142857143
憎悪,楽観,0.5
憎悪,希望,0.5
憎悪,不安,3.0833333333333335
憎悪,愛,1.0
憎悪,罪悪感,2.625
憎悪,歓喜,0.7857142857142857
憎悪,服従,1.7
憎悪,好奇心,0.75
憎悪,感傷,2.625
憎悪,畏敬,0.5
憎悪,絶望,4.0
憎悪,恥,1.5833333333333333
憎悪,失望,4.2
憎悪,不審,3.4444444444444446
憎悪,憤慨,4.583333333333333
憎悪,自責,2.4
憎悪,嫉妬,5.0
憎悪,悲観,3.357142857142857
憎悪,軽蔑,4.1
憎悪,冷笑,2.0
憎悪,陰鬱,1.8
憎悪,積極性,2.0833333333333335
憎悪,誇り,1.8
憎悪,優位,1.0
退屈,喜び,0.2857142857142857
退屈,信頼,0.6
退屈,恐れ,1.181818181818182
退屈,驚き,0.2
退屈,悲しみ,2.5
退屈,嫌悪,1.875
退屈,怒り,0.7
退屈,期待,0.7272727272727273
退屈,恍惚,1.4
退屈,平穏,5.1
